prodId,name,reason
456,LENTE PR GRAND VIEW 1.59 FILTRO AR VD,já existe
457,ARMAÇÃO LEVERT,já existe
458,SOLAR Z FORA DE LINHA,já existe
460,ARMAÇÃO YNOT,já existe
461,NOVO ACORDO - ROBERVAL NOV/14,já existe
462,LENTE VS1.67 FOTOFUSION / AR,já existe
463,LENTE PR GRAND VIEW 1.59  AR,já existe
464,COLORAÇAO VERDE,já existe
465,LENTE VS1.60 VISION EASY/AR,já existe
466,LENTE AMPLUS 1.50 SOLAR,já existe
467,LENTE VS1.56 AR,já existe
468,LENTE VS1.56 ACABADA AR,já existe
469,LENTE VS1.49 ACABADA AR,já existe
470,LENTE P 1.50 GRAND VIEW1.5 / ACLIMATTES,já existe
472,LENTE DE CONTATO TORICA INC,já existe
473,LENTE VS1.50 AC AR LL C-2,já existe
474,ARMAÇÃO Z FORA DE LINHA,já existe
475,VARILUX CONF360/EASY CLEAN,já existe
476,LENTE HOYALUX WIDE BKS 1.50 AR BC,já existe
477,ARMAÇÃO BALGRIF,já existe
479,LENTE HOYALUX WIDE BKS 1.50 SENSITY,já existe
480,LENTE VS1.53 HOYA SYNC III 5 SENSITY NR/BC,já existe
481,LENTE PR 1.50 FOTO,já existe
482,ARMAÇÃO Z FORA DE LINHA,já existe
485,ARMAÇÃO Z FORA DE LINHA,já existe
487,LENTE VS1.50 SOLAR -10+8 C4,já existe
488,ARMAÇÃO SPELLBOUND,já existe
489,ARMAÇÃO Z FORA DE LINHA,já existe
490,ARMAÇÃO Z FORA DE LINHA,já existe
491,ARMAÇÃO METAL,já existe
492,LENTE VS1.50 FOTOFUSION,já existe
493,ARMAÇAO Z FORA DE LINHA,já existe
494,LENTE,já existe
496,LENTE P HOYALUX WIDE BKS1.5 SENST/AR,já existe
497,LENTE PR VISIONMAX HD1.67 INC,já existe
498,ARMAÇÃO METAL,já existe
499,LENTE Z FORA DE LINHA ARGOS,já existe
500,LENTE PR1.59 ARGOS AR,já existe
501,ARMAÇÃO ACETATO,já existe
502,LENTE VS HAYTEK 1.56 FOTO AR,já existe
503,LENTE P GRAND VIEW1.50 TRANST / AR,já existe
504,LENTE VS HAYTEK 1.56 INC.,já existe
505,LENTE VS1.50 SURF SENSITY AR -10+8C-4,já existe
506,ARMAÇÃO ACETATO,já existe
509,ARMAÇÃO Z FORA DE LINHA,já existe
510,ARMAÇÃO Z FORA DE LINHA,já existe
511,LENTE VS1.67 AR VISION EASE,já existe
515,RENEGOCIAÇÃO,já existe
516,ARMAÇÃO Z FORA DE LINHA,já existe
517,LENTE VS1.67 FOTOFUSION -18+12C-4,já existe
518,LENTE VS1.59 FOTO -10+7 C-6,já existe
519,LENTE VS1.60 SURF AR  C-4,já existe
520,LENTE VS1.60 SURF SOLAR C4,já existe
521,VARILUX LIBERTY ORMA AR EASY CLEAN,já existe
522,LENTE SOLAR MARRON PLANA,já existe
523,ARMAÇÃO NYLON FL,já existe
525,ARMAÇÃO Z FORA DE LINHA,já existe
526,ARMAÇÃO IMOLA,já existe
528,LENTE PR NO LINE INC,já existe
529,LENTE VS1.50 ACABADA FOTOFUSION,já existe
530,LENTE VS1.50 HOYA SENSITY LL/BC,já existe
531,LENTE VS1.59 ACABADA / AR -4+4C-2,já existe
532,LENTE VS1.56 FOTO AR,já existe
533,LENTE P HOYALUX WIDE BKS PRO 1.67 SENSITY AR,já existe
534,LENTE BIF. BIOVIS FOTO,já existe
535,LENTE PR1.50 ARGOS TF SENSITY AR,já existe
536,ATUALIZAR PRODUTO2,já existe
537,LENTE P OPTI PRIME 1.56 FOTO,já existe
538,LENTE P 1.56 INC,já existe
539,LENTE P SOLAMAX 1.67 FOTOFUSION,já existe
541,LENTE P 1.56 BYVISION AR ACABADA,já existe
542,LENTE PR1.50 FOTO AR,já existe
543,LENTE VS1.59 INCOLOR,já existe
544,LENTE ARGOS 1.50 SENSITY AR BC,já existe
545,LENTE BIF. BIOVIS INC,já existe
546,ARMAÇÃO FIAMMA,já existe
547,ARMAÇÃO URBAN,já existe
549,LENTE PR 1.50 FOTO,já existe
551,LENTE VS1.67 AR,já existe
552,LENTE VS1.50 AR,já existe
553,LENTE PR 1.50 INC,já existe
554,ARMAÇÃO METAL,já existe
555,LENTE BIF. BIOVIS FOTO,já existe
556,LENTE VS1.56 FOTO AR,já existe
557,ARMAÇÃO ACETATO,já existe
558,LENTE PR ESPACE1.5 ACLIMATES,já existe
559,LENTE VS1.50 INC,já existe
560,LENTE PR ESPACE 1.50 INC,já existe
561,LENTE VS1.67 AR BC,já existe
563,LENTE VS1.50 INCOLOR,já existe
564,LENTE PR NO LINE INCOLOR,já existe
566,LENTE AMPLUS 1.59 SENSITY,já existe
567,LENTE PR FREE LINE PLUS ACAB,já existe
568,LENTE VS1.49 FOTO / AR,já existe
569,LENTE VS1.56 AR,já existe
570,ARMAÇÃO NYLON,já existe
571,ARMAÇÃO METAL,já existe
572,LENTE PR NO LINE SOLAR,já existe
574,LENTE BIF. ULTEX FOTO,já existe
575,LENTE PR NO LINE INC,já existe
576,LENTE VS1.50 FOTO FUSION,já existe
577,LENTE BIF. BIOVIS INC,já existe
579,LENTE VS1.50 FOTOFUSION / AR,já existe
580,LENTE VS1.50 HOYA SYNC III 9 AR NR/BC,já existe
581,LENTE VS1.53 SENSITY/AR,já existe
582,LENTE AMPLUS 1.59 AR,já existe
583,LENTE VS1.50 AR,já existe
584,LENTE VS1.50 HOYA SYNC III 13 NR/BC,já existe
585,"LENTE DE CONTATO COM GRAU -2,00",já existe
586,LENTE VS1.5 HOYA AR NR/BC,já existe
587,LENTE VS1.50 SURF TRANSITIONS,já existe
588,LENTE BIF. ULTEX FOTO,já existe
589,LENTE P HOYALUX WIDE VXT PRO 1.50 AR,já existe
590,LENTE PR ESPACE1.50 ACLIMATES,já existe
591,ARMAÇÃO PROMOÇÃO,já existe
592,ARMAÇÃO PROMOÇÃO NYLON,já existe
593,LENTE VS1.67 INCOLOR,já existe
594,LENTE P HOYALUX WIDE VXT 1.50 PREMIUM,já existe
595,LENTE VS1.59 / AR C-4,já existe
596,LENTE VS1.50 AR BLUE,já existe
597,LENTE VS1.50 AR BLUE,já existe
598,LENTE VS1.50 AR BLUE,já existe
599,LENTE PROG KODAK UP 1.50 INC,já existe
600,ARMAÇÃO METAL,já existe
601,ARMAÇÃO Z FORA DE LINHA,já existe
603,ARMAÇÃO BALGRIF,já existe
604,LENTE PR1.59 AMPLUS INC,já existe
605,ARMAÇÃO Z FORA DE LINHA,já existe
606,ARMAÇÃO PERSONAL,já existe
607,ARMAÇÃO Z FORA DE LINHA,já existe
608,ARMAÇAO METAL,já existe
613,LENTE PR 1.50 AR,já existe
615,LENTE PR NOLINE INC.,já existe
616,LENTE VS1.56 FOTO,já existe
617,ARMAÇAO OK ACETATO,já existe
618,LENTE P 1.50 NOLINE,já existe
620,ARMAÇAO Z FORA DE LINHA,já existe
621,ARMAÇAO OBEN,já existe
622,ARMAÇAO Z FORA DE LINHA,já existe
623,LENTE HOYALUX WIDE VXT PREMIUM 1.59 AR CX,já existe
624,LENTE HOYALUX WIDE BKS PRO 1.50 AR NR+BC,já existe
625,LENTE VS1.59 FOTOFUSION / AR,já existe
626,LENTE PR MAX 1.50 FOTO / AR,já existe
627,ARMÇAO BALGRIF,já existe
628,LENTE VS VISIONMAX HD1.67 SUNPROTECT DURAMAX BLUE,já existe
629,ARMAÇÃO VISEL,já existe
630,ARMAÇÃO Z FORA DE LINHA,já existe
631,ARMAÇÃO NYLON,já existe
632,LENTE DE CONTATO PL COLOR FRESHLOOK,já existe
633,BERINE SP,já existe
634,ATUALIZAR PRODUTO4,já existe
635,LENTE VS SOLAR PLANA DEGRADÊ,já existe
636,LENTE DE CONTATO,já existe
637,LENTE PR NO LINE FOTO,já existe
638,OCULO SOLAR METAL,já existe
640,OCULOS SOLAR VISEL,já existe
641,COLORAÇÃO MARRON DEGRADE,já existe
643,ARMAÇAO Z FORA DE LINHA,já existe
645,ARMAÇÃO ACETATO,já existe
646,LENTE VS1.59 AR,já existe
647,LENTE VS1.67 SENSITY,já existe
648,LENTE VS1.50 FOTO,já existe
649,LENTE PR 1.50 AR,já existe
650,LENTE VS1.50 FOTO/AR,já existe
653,LENTE VS1.50 INC,já existe
654,LENTE P HOYALUX WIDE VXT 1.50 SENSITY AR,já existe
655,ARMAÇÃO BALGRIF,já existe
656,ARMAÇÃO AUGEN BALGRIF,já existe
657,ARMAÇÃO TOP LINE,já existe
658,ARMAÇÃO BALGRIF,já existe
659,ARMAÇÃO BALGRIF,já existe
660,ARMAÇÃO ACETATO,já existe
661,ARMAÇÃO RENOMA,já existe
662,ARMAÇÃO NYLON,já existe
664,ARMAÇÃO NYLON,já existe
666,ARMAÇÃO NYLON,já existe
667,ARMAÇÃO METAL,já existe
669,ARMAÇAO K&L,já existe
670,ARMAÇAO VLS PORT,já existe
672,LENTE VS1.50 AR,já existe
673,LENTE VS1.56 AR BLUE,já existe
674,LENTE VS1.50 AR BLUE,já existe
675,LENTE VS1.50 FOTO AR,já existe
676,LENTE VS1.67 FOTO FUSION,já existe
677,ESTOJO DE LENTE DE CONTATO,já existe
678,LENTE VS1.59 POLY INC,já existe
679,LENTE VS1.59 POLY AR,já existe
680,LENTE VS1.59 AR C-2,já existe
681,LENTE PR 1.50 AR GREEN,já existe
682,LE,já existe
683,LENTE VS1.61 AR,já existe
684,ARMAÇÃO NYLON,já existe
685,LENTE VS1.50 AR,já existe
686,LENTE VS1.67 AR NO-RISK,já existe
687,OCULOS DE LEITURA SURFAÇADO,já existe
690,ARMAÇÃO VIZZANO,já existe
691,ARMAÇÃO MARESIA,já existe
693,ARMAÇÃO K2,já existe
694,ARMAÇÃO KEEPER BRASIL,já existe
695,LENTE VS 1.56 FOTO AR,já existe
696,LENTE VS1.59 POLI FOTOFUSION,já existe
697,LENTE PROG1.59 FOTO,já existe
698,LENTE PROG1.50 FOTO AR,já existe
699,LENTE VS1.67 AR,já existe
700,LENTE BIF. BIOVIS FOTO,já existe
701,LENTE BIF. BIOVIS INC,já existe
702,LENTE PR VISION + 1.59 SUNPROTECT AR DURAMAX,já existe
703,LENTE P OPTI PRIME1.5 FOTO AR,já existe
704,LENTE SOLAR PLANA,já existe
705,ARMAÇÃO PAULO CARRARO,já existe
706,ARMAÇÃO VALENTINA GUERRA,já existe
707,LENTE VS1.59 AR,já existe
708,LENTE VS1.50 TRUEFORM AR BLUE CONT,já existe
709,LENTE VS1.50 TRUEFORM SENSITY AR BC,já existe
710,LENTE HOYALUX WIDE BKS 1.50 SENSITY AR BC,já existe
711,LENTE HOYALUX WIDE VXT 1.67 AR CX,já existe
712,LENTE HOYALUX ID LIFE STYLE 1.67 AR CX,já existe
713,LENTE PR ESPACE 1.50 INC,já existe
714,LENTE ARGOS 1.50 SENSITY AR NR,já existe
715,LENTE PROG1.50 FOTO,já existe
716,LENTE PR ESPACE1.5 ACLIMATES,já existe
718,LENTE PR VISIONMAX 1.67 INC,já existe
719,LENTE VS1.59 POLI FOTO AR,já existe
720,LENTE PR 1.50 INC,já existe
721,LENTE VS 1.74,já existe
722,LENTE VS1.50 INCOLOR,já existe
723,LENTE DE CONTATO ANUAL TÓRICA COLORIDA,já existe
724,LENTE DE CONTATO ANUAL ESFERICA COLORIDA,já existe
725,LENTE PR ESPACE1.5 ACLIMATES AR,já existe
726,OCULOS SOLAR ROMANO,já existe
727,OCULOS SOLAR CARMEN VITTI,já existe
728,LENTE ESPACE AR,já existe
730,LENTE PROG 1.56 FOTO,já existe
731,ARMAÇÃO BURGUESE,já existe
732,LENTE VS1.56 FOTO AR,já existe
734,LENTE PROG1.50 FOTO,já existe
735,LENTE VS1.59 AR BLUE,já existe
736,LENTE VS1.67 ANTIRREFLEXO ACAB,já existe
737,VARILUX PHYSIO TRANSITIOS CRIZAL EASY PRO,já existe
738,LENTE PR NOLINE AR,já existe
739,ARMAÇÃO LOUGGE,já existe
740,LENTE PR ESPACE INC,já existe
741,LENTE PROG VISION MAX HD1.67 SAFEBLUE AR DURAVISION,já existe
742,LENTE PR AMPLUS 1.53 AR CE,já existe
743,LENTE PR NEXVISION FOTO AR,já existe
745,LENTE PR VISIONMAX 1.5 FOTO AR DURAMAX VD,já existe
746,ARMAÇÃO ECKO UNLTD,já existe
747,OCULOS SOLAR ECKO UNLTD,já existe
749,ARMAÇAO VERTZ,já existe
750,LENTE VS1.60 AR NO RISK,já existe
751,LENTE VS 1.56 SOLAR,já existe
753,LENTE PR VISIONMAX HD1.5 DURAMAX,já existe
754,LENTE PR VISION+1.50 INC,já existe
755,LENTE PR VISIONMAX SELF1.50 SELF SUNPROTEC,já existe
756,LENTE CONTATO TERAPEUTICA,já existe
757,LENTE PR 1.50 AR BLUE,já existe
758,LENTE PR VISION+1.50 SUNPROTEC,já existe
760,LENTE PR VISIONMAX HD1.50 TANSIT. AR DURAMAX,já existe
761,LENTE VS1.56 FOTO AR BLUE,já existe
762,LENTE PR ARGOS1.5 SOLAR,já existe
763,LENTE PR ARGOS 1.60 SOLAR,já existe
764,LENTE PR VISION+1.50 AR DURAMAX,já existe
765,LENTE VS1.59 AR,já existe
766,LENTE PR VISIONMAX HD1.59 AR DURAMAX,já existe
767,LENTE PR VISIONMAX HD1.50 SUNPROTEC,já existe
768,LENTE PR VISIONMAX 1.5 FILTRO AR DURAMAX AZ,já existe
769,LENTE PR LABO SYNC EASY 1.59 POLY INC,já existe
771,LENTE PR VISIONMAX HD1.50 TRASITIONS 8,já existe
772,LENTE VS 1.67 FOTO AR,já existe
774,LENTE PR HAYTEK TOP 1.56 AR VD,já existe
775,LENTE PR MULTI AR FILTRO AZUL,já existe
776,LENTE PR HAYTEK SMART 1.56 INC,já existe
777,LENTE PR VISION+ 1.59 SUNPROTEC,já existe
778,LENTE PR HAYTEK SMART 1.56 FOTO AR V,já existe
779,LENTE PR VISION+ 1.50 SAFE BLUE SUNPROTEC,já existe
780,LENTE PR HAYTEK TOP 1.59 AR V,já existe
781,LENTE VS1.50 SURF SOLAR,já existe
782,LENTE PR HAYTEK PRO ID FF FILTO AZUL AR BLUE,já existe
783,LENTE PR HAYTEK SMART 1.56 FF FOTO,já existe
784,LENTE PR VISIONMAX 1.50 FOTO FILTRO  AR DUR AZ,já existe
785,LENTE PR ESPACE TRANSITIONS 8,já existe
786,LENTE PR VISIONMAX 1.6 SAFEBLUE DURAMAX BLUE,já existe
787,LENTE VS HAYTEK 1.59 FILTRO AZUL AR BLUE,já existe
789,ARMAÇÃO POWER,já existe
790,LENTE PR HAYTEK LIGHT 1.56 AR VD,já existe
793,LENTE PR HAYTEK LIGHT1.56 FILTRO FOTO AR AZUL,já existe
794,LENTE PR HAYTEK SMART 1.56 FILTRO AR AZUL,já existe
795,LENTE VS 1.59 INC SURF,já existe
796,LENTE PR VISIONMAX UNUQUE DURAMAX GREEN,já existe
797,LENTE PR HAYTEK LIGHT1.56 FOTO AR VD,já existe
798,OCULOS SOLAR JEAN PIERRE,já existe
799,LENTE PR HAYTEK SMART 1.67 SOLAR DEG,já existe
800,LENTE VS HAYTEK 1.67 FILTO AR BLUE,já existe
801,LENTE PR HAYTEK SMART 1.56 AR AZUL,já existe
803,ARMAÇÃO TOP CLUB,já existe
804,LENTE VS HAYTEK 1.56 FOTO FILTRO AR AZUL,já existe
805,LENTE PR ARGOS TX 1.53 AR BLUE CONTROL,já existe
806,LENTE VS GOLD 1.56 AR,já existe
807,LENTE PR HAYTEK SMART 1.56 FOTO FILTRO AR AZUL,já existe
808,LENTE VS HAYTEK 1.56 FILTRO AR BLUE,já existe
809,LENTE PR HOYALUX LIFE STYLE3 ID PREMIO AR NORISK BLUE,já existe
810,LENTE PR HOYALUX LIFE STYLE3 ID PREMIO SOLAR,já existe
811,OCULOS PRONTO,já existe
812,LENTE PR VISION + TRANSITIONS 8,já existe
814,LENTE VS HAYTEK1.67 FF FOTO AR,já existe
815,LENTE PR VISIONMAX SELF1.74 INC,já existe
816,LENTE VS HAYTEK1.67 AR VERDE,já existe
817,LENTE PR HAYTEK SMART 1.56 AR VERDE,já existe
818,LENTE PR ORGALINE FOTO AR,já existe
821,LENTE PR MAXXEE INC,já existe
822,LENTE PR VISIONMAX SELF1.59 TRANSITIONS 8 AR GREEN VD,já existe
823,LENTE PR VISIONMAX SELF1.5 TRANSITIONS 8,já existe
824,LENTE PR VISIONMAX SELF1.5 SAFE BUE AR BLUE,já existe
826,LENTE PR HAYTEK LIGHT 1.56 FILTRO AR AZUL,já existe
827,LENTE PR HAYTEK TOP 1.59 AR AZUL,já existe
828,LENTE VS HAYTEK 1.61 FF AR AZUL,já existe
829,LENTE PR 1.50 FOTO,já existe
830,LENTE HAYTEK LIGHT 1.56 FOTO,já existe
832,LENTE PR ESPACE INC,já existe
833,LENTE VS HAYTEK FOTO AR,já existe
834,LENTE PR VISIONMAX SELF 1.67 INC,já existe
835,LENTE PR STOK LUX FOTO,já existe
836,LENTE PR STOK LUX INC,já existe
837,LENTE PR HAYTEK SMART SOLAR CNZ 80%,já existe
838,LENTE PR BALANSIS AR NR/BC,já existe
839,LENTE VS HAYTEK 1.56 FOTO FILTRO AR AZUL,já existe
840,LENTE PR HOYA AMPLUS 1.50 NR/BC,já existe
841,OCULOS SOLAR TECNOL,já existe
842,LENTE PR AMPLUS SENSITY AR NR/BC,já existe
843,LENTE PR GOLD FOTO AR,já existe
844,LENTE VS 1.56 FILTO AR AZUL,já existe
845,LENTE PR HAYTEK TOP 1.67 FILTRO AR AZUL,já existe
846,LENTE VS GOLD 1.56 FOTO FILTRO AR AZUL,já existe
849,LENTE PR HAYTEK TOP 1.59 FOTO AR VD,já existe
850,LENTE VS1.67 HOYA INC,já existe
851,LENTE VS HAYTEK 1.56 FF AR VERDE,já existe
852,LENTE PR ARGOS AR NORISK,já existe
853,LENTE PR HAYTEK SMART 1.67 FILTRO AR ZUL,já existe
854,LENTE PR HAYTEK LIGHT 1.56 FF INC,já existe
856,LENTE VS HAYTEK 1.56 FILTRO AR AZUL,já existe
857,LENTE ARGOS 1.53 AR NR/BC,já existe
858,LENTE PR VISIONMAX SELF 1.74 AR DURAMAX,já existe
860,LENTE PR HAYTEK SMART 1.56 FOTO FILTRO AR VERDE,já existe
861,LENTE PR VISIONMAX SELF 1.59 AR DURAMAX,já existe
863,ARMAÇÃO DEBORAH SECCO FP,já existe
864,OCULOS DEBORAH SECCO FP,já existe
865,LENTE VS1.50 HOYA SENSITY AR LL/UV CTL,já existe
866,LENTE VS 1.67 HOYA AR LL/BC,já existe
867,LENTE PR ESPACE ACLIMATES,já existe
868,LENTE VS GOLD 1.59 POLY FOTO AR VERDE,já existe
869,LENTE VS1.53 HOYA SYNC III 9 AR NR/BC,já existe
870,LENTE PR SMART INCOLOR,já existe
871,LENTE PR SMART FOTO,já existe
874,LENTE VS1.56 INOVATION FOTO AR,já existe
875,LENTE PR HAYTEK CONV AR VERDE,já existe
876,LENTE PR HAYTEK LIGHT 1.61 SOLAR,já existe
877,LENTE VS 1.56 FOTO FILTRO AR AZUL,já existe
878,LENTE MIYOSMART CHAMELEON AR,já existe
879,LENTE PR MAXXEE AR VERDE,já existe
880,LENTE PR MAXXEE 1.56 FOTO AR VD,já existe
881,LENTE PR MAXXEE 1.56 FOTO,já existe
882,OCULOS SOLAR TOP CLUB,já existe
883,LENTE PR MAXXEE AR BLUE,já existe
884,LENTE PR MAXXEE 1.56 FOTO AR BLUE,já existe
885,LENTE MIYOSMART AR,já existe